image_urls,images,name,price
"https://www.zebrs.com/uploads/zebrs/products/61gq6ykrqllsl1000-4120200837505375_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/51p4wfy9nclsl1000-4120206726106221_l.jpg?v=421?param=2,https://www.zebrs.com/uploads/zebrs/products/61oxxollcylsl1000-4120213591119591_l.jpg?v=421?param=3,https://www.zebrs.com/uploads/zebrs/products/51zfcokgdflsl1000-4120219815385843_l.jpg?v=421?param=4,https://www.zebrs.com/uploads/zebrs/products/41tvcswskslsl1000-4120225170409125_l.jpg?v=421?param=5","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/61gq6ykrqllsl1000-4120200837505375_l.jpg?v=421?param=1', 'path': 'full/d66c18c1365fa1352fdb874e13862df9dff1d4af.jpg', 'checksum': '29a8f40b85d43a59e474bfc9ee387f4b', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/51p4wfy9nclsl1000-4120206726106221_l.jpg?v=421?param=2', 'path': 'full/2a3b21572b24ac8d3325438fd1b97025402fdac0.jpg', 'checksum': 'd6ece652b60cbe7d74681b97e44cc351', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/61oxxollcylsl1000-4120213591119591_l.jpg?v=421?param=3', 'path': 'full/5b3c0a909101301c5270e13804a52dd16117219b.jpg', 'checksum': '1e1b6523e3a7587d2e09f51d45d160e7', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/51zfcokgdflsl1000-4120219815385843_l.jpg?v=421?param=4', 'path': 'full/6f9c366dff1ca1cef508a06efa929b822d48e131.jpg', 'checksum': '2e33ed7f49fde1a6037fa18eae667c46', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/41tvcswskslsl1000-4120225170409125_l.jpg?v=421?param=5', 'path': 'full/71e3976649a4e55fbdd53e9087a9b9878b23258a.jpg', 'checksum': '053f30fe3cfd1ce0d84bdf4c3c3ef2fe', 'status': 'uptodate'}]","Oppo Reno 11 5G (Wave Green,128 GB) (8 GB RAM)","28,299.00"
"https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-8-gb-ram-3365038840455153_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-8-gb-ram-3365096716231134_l.jpg?v=421?param=2,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-8-gb-ram-3365097183709951_l.jpg?v=421?param=3,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-8-gb-ram-3365097853212046_l.jpg?v=421?param=4","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-8-gb-ram-3365038840455153_l.jpg?v=421?param=1', 'path': 'full/8265559ee41b88bc483d2f6b06fba26fd593c02e.jpg', 'checksum': 'cfd0a54df9f46337c6ab15593fcb123b', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-8-gb-ram-3365096716231134_l.jpg?v=421?param=2', 'path': 'full/4d2ab63599314f95d701e7721a99ad40b8f434a4.jpg', 'checksum': 'e5e505d75f0589efc8822bb1a2c63c15', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-8-gb-ram-3365097183709951_l.jpg?v=421?param=3', 'path': 'full/f8605b5fb6386c8dbabee4d291a7c4986e0301a9.jpg', 'checksum': '216bfb5e47330ab570379bd7dac147e9', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-8-gb-ram-3365097853212046_l.jpg?v=421?param=4', 'path': 'full/c27fd98833da730d5304d65520ca91392123b2be.jpg', 'checksum': '298739601769f72280e53f8f78c27419', 'status': 'uptodate'}]","realme 12x 5G (Woodland Green, 128 GB) (8 GB RAM)","15,999.00"
"https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--256-gb-storagedark-chrome-3368757674387360l-3430911830470571_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--256-gb-storagedark-chrome-3368758011065278l-3430916490029970_l.jpg?v=421?param=2","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--256-gb-storagedark-chrome-3368757674387360l-3430911830470571_l.jpg?v=421?param=1', 'path': 'full/554914c71b423c182d638c1f766cf717c4086439.jpg', 'checksum': 'b17cca8e4d7fef19dee1cc5658938560', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--256-gb-storagedark-chrome-3368758011065278l-3430916490029970_l.jpg?v=421?param=2', 'path': 'full/40cd94aa70beeb171f1f9a7fd3a1765549a09d38.jpg', 'checksum': '352352643977b9d70fdb0f3bf8316be7', 'status': 'uptodate'}]",OnePlus Nord CE4(8 GB RAM + 128 GB Storage)Dark Chrome,"25,999.00"
"https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storagedark-chrome-3368756005974071l-3430932052092579_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storagedark-chrome-3368756566448315l-3430938043584765_l.jpg?v=421?param=2,https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storagedark-chrome-3368757283908103l-3430943543040700_l.jpg?v=421?param=3","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storagedark-chrome-3368756005974071l-3430932052092579_l.jpg?v=421?param=1', 'path': 'full/5c35c0e9a42bc8e86eb7fa5caedb83acf70bb1b3.jpg', 'checksum': 'd48e317f26f5b7379702ee0b549a4ed5', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storagedark-chrome-3368756566448315l-3430938043584765_l.jpg?v=421?param=2', 'path': 'full/bef788388dc419dffb5ac35c8a6e3af0b9837dac.jpg', 'checksum': 'c41587bb7adb980902e2f07346e43b08', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storagedark-chrome-3368757283908103l-3430943543040700_l.jpg?v=421?param=3', 'path': 'full/b8010e5c2abbec2527b59d50c6f5b21f5674fb45.jpg', 'checksum': '8624b24e2b568d31323f99efae39806f', 'status': 'uptodate'}]",OnePlus Nord CE4(8 GB RAM + 256 GB Storage)Celadon Marble,"27,999.00"
"https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storageceladon-marble-3368576256630331_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storageceladon-marble-3368576900681958_l.jpg?v=421?param=2,https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storageceladon-marble-3368577467467198_l.jpg?v=421?param=3,https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storageceladon-marble-3368578002793402_l.jpg?v=421?param=4","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storageceladon-marble-3368576256630331_l.jpg?v=421?param=1', 'path': 'full/fbdf928fb40c2ca2b211ca27c20b15fb3219163d.jpg', 'checksum': '6a850f5b029ecc60d806f75d80235aa7', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storageceladon-marble-3368576900681958_l.jpg?v=421?param=2', 'path': 'full/a0958c4b2fe94546a6100c843bca534b34b7a70f.jpg', 'checksum': 'ee79cb15f1f37b3d65eccb51fe391789', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storageceladon-marble-3368577467467198_l.jpg?v=421?param=3', 'path': 'full/51fccadcc425bdc2709b12c25282058489adc5cf.jpg', 'checksum': '6a850f5b029ecc60d806f75d80235aa7', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--128-gb-storageceladon-marble-3368578002793402_l.jpg?v=421?param=4', 'path': 'full/6a2d296e57126c93a2e82ff85f22f2662f5e0a2e.jpg', 'checksum': '018517a3a194ff262d2640d9a4b5b61f', 'status': 'uptodate'}]",OnePlus Nord CE4(8 GB RAM + 128 GB Storage)Celadon Marble,"25,999.00"
"https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--256-gb-storagedark-chrome-3368639120600931_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--256-gb-storagedark-chrome-3368639528917345_l.jpg?v=421?param=2","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--256-gb-storagedark-chrome-3368639120600931_l.jpg?v=421?param=1', 'path': 'full/c4ee2eecceaf473036165f0e87f60b4522665555.jpg', 'checksum': 'b0a8d6212710dba59dff7f5d3086869c', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/oneplus-nord-ce48-gb-ram--256-gb-storagedark-chrome-3368639528917345_l.jpg?v=421?param=2', 'path': 'full/5062f8681ab9099391b197f0e9374cf574e4c55f.jpg', 'checksum': 'af906200b813334c9cdc05ade4b9e02f', 'status': 'uptodate'}]",OnePlus Nord CE4(8 GB RAM + 256 GB Storage)Dark Chrome,"27,999.00"
"https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-4-gb-ram-3364916676478399_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-4-gb-ram-3364917422871261_l.jpg?v=421?param=2,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-4-gb-ram-3364917827549094_l.jpg?v=421?param=3","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-4-gb-ram-3364916676478399_l.jpg?v=421?param=1', 'path': 'full/b8f754d7d62bad33d78f809c5ac9a3fe16ceed24.jpg', 'checksum': '39199b002fcca81b93958713e61a5b7c', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-4-gb-ram-3364917422871261_l.jpg?v=421?param=2', 'path': 'full/8d8f94b86756c687d5d6d2b0154a48d303dbe5bb.jpg', 'checksum': '9838c1bc3230c5f56de652d920007580', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-4-gb-ram-3364917827549094_l.jpg?v=421?param=3', 'path': 'full/5aa5f2cead6604074d386be34be5a6cd21181703.jpg', 'checksum': 'f72d709e078d6b38629c6e680e9cd0cf', 'status': 'uptodate'}]","realme 12x 5G (Twilight Purple, 128 GB) (4 GB RAM)","12,999.00"
"https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-8-gb-ram-3365037748329069_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-8-gb-ram-3365038085370752_l.jpg?v=421?param=2,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-8-gb-ram-3365038468974144_l.jpg?v=421?param=3","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-8-gb-ram-3365037748329069_l.jpg?v=421?param=1', 'path': 'full/49e05d0a0a44878b0380d8d82629eb111c80e4c7.jpg', 'checksum': '39199b002fcca81b93958713e61a5b7c', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-8-gb-ram-3365038085370752_l.jpg?v=421?param=2', 'path': 'full/e9fd32ad790e46b6aefc723bd14a9f6c5c6b3ff3.jpg', 'checksum': '9838c1bc3230c5f56de652d920007580', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-8-gb-ram-3365038468974144_l.jpg?v=421?param=3', 'path': 'full/5c9d99bb23481a8cebdb466f31eeb65d52b80a1d.jpg', 'checksum': 'f72d709e078d6b38629c6e680e9cd0cf', 'status': 'uptodate'}]","realme 12x 5G (Twilight Purple, 128 GB) (8 GB RAM)","15,999.00"
"https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-4-gb-ram-3364918514310804_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-4-gb-ram-3364918857609415_l.jpg?v=421?param=2,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-4-gb-ram-3364919188584544_l.jpg?v=421?param=3,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-4-gb-ram-3364977094577479_l.jpg?v=421?param=4","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-4-gb-ram-3364918514310804_l.jpg?v=421?param=1', 'path': 'full/9c06a127f980e4fbd1156fd425ae2d4631707b7c.jpg', 'checksum': 'cfd0a54df9f46337c6ab15593fcb123b', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-4-gb-ram-3364918857609415_l.jpg?v=421?param=2', 'path': 'full/7ea8f5c97eb8f9227c76b04b57813a98e0fede8a.jpg', 'checksum': 'e5e505d75f0589efc8822bb1a2c63c15', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-4-gb-ram-3364919188584544_l.jpg?v=421?param=3', 'path': 'full/2ed859669af14ca6a688726108c9ea01a98cf98c.jpg', 'checksum': '216bfb5e47330ab570379bd7dac147e9', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-woodland-green-128-gb-4-gb-ram-3364977094577479_l.jpg?v=421?param=4', 'path': 'full/3468a3c20d978a1a3e14e1b1addd8576e2d4d7d6.jpg', 'checksum': '298739601769f72280e53f8f78c27419', 'status': 'uptodate'}]","realme 12x 5G (Woodland Green, 128 GB) (4 GB RAM)","12,999.00"
"https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-6-gb-ram-3364977633670933_l.jpg?v=421?param=1,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-6-gb-ram-3364978027855302_l.jpg?v=421?param=2,https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-6-gb-ram-3364978408485361_l.jpg?v=421?param=3","[{'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-6-gb-ram-3364977633670933_l.jpg?v=421?param=1', 'path': 'full/9c701ecbe4cd9f965c631ee85abb081a3e1c76ee.jpg', 'checksum': '39199b002fcca81b93958713e61a5b7c', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-6-gb-ram-3364978027855302_l.jpg?v=421?param=2', 'path': 'full/9c81fa8e4cb296c86b3f7412b2f5a4dddcc3d4f1.jpg', 'checksum': '9838c1bc3230c5f56de652d920007580', 'status': 'uptodate'}, {'url': 'https://www.zebrs.com/uploads/zebrs/products/realme-12x-5g-twilight-purple-128-gb-6-gb-ram-3364978408485361_l.jpg?v=421?param=3', 'path': 'full/03affbc1aa7c2e3bd127600e08468d1555bcf223.jpg', 'checksum': 'f72d709e078d6b38629c6e680e9cd0cf', 'status': 'uptodate'}]","realme 12x 5G (Twilight Purple, 128 GB) (6 GB RAM)","13,999.00"
